,gene,SRR1222460,SRR1222455,SRR1222450,SRR1222448,SRR1222456
886,TraesCS1A02G089400,11.7038,7.02458,11.6981,7.21626,0.0
888,TraesCS1A02G089600,1.63856,6.70099,0.0,11.4715,0.0
891,TraesCS1A02G089900,149.0517521,382.2988946,421.1360140414,436.25685798,202.417033
892,TraesCS1A02G090000,216.5761,216.3281684055,308.3468,288.42900134393,154.0525122
893,TraesCS1A02G090100,106.985,129.618,112.313,130.825,92.9684
895,TraesCS1A02G090300,3.09037,28.0972,18.6717,26.4612,6.44035
898,TraesCS1A02G090600,22.5555,46.4133,39.3366,57.9815,32.0951
902,TraesCS1A02G091000,6.0,16.0,37.0,33.0,2.0
903,TraesCS1A02G091100,39.0204,203.244,261.573,318.917,33.0283
904,TraesCS1A02G091200,48.7524,63.7847,83.06040326937,73.758060659,49.4254
905,TraesCS1A02G091300,64.1347,70.7244,91.0592,167.967,51.6091
906,TraesCS1A02G091400,1.0,4.14564,14.7291,15.19711,2.0
907,TraesCS1A02G091500,119.045,745.054,893.385,266.596,62.0179
913,TraesCS1A02G092200,7.82096,1.0,0.0,2.17294,7.1261
918,TraesCS1A02G092700,199.974,95.2768,123.849,146.426,145.21
920,TraesCS1A02G092900,790.695,1416.63,1398.64,1436.3,1622.33
921,TraesCS1A02G093000,9.09207,2.66418,2.0,27.2093,7.96869
923,TraesCS1A02G093200,5.44431,8.32089,3.28465,4.7758,7.31625
928,TraesCS1A02G093700,0.0,5.06864,8.75549,5.23144,1.75353
929,TraesCS1A02G093800,636.565,325.525,351.756,420.109,612.272
930,TraesCS1A02G093900,170.92516103830698,575.320193053333,646.5796450994625,388.87060316300006,113.1620007254654
931,TraesCS1A02G094000,120.62,149.535,70.1463,122.792,81.2675
932,TraesCS1A02G094100,17.3414,6.64035,12.5046,18.5275,10.3307
933,TraesCS1A02G094200,7.18577,12.5781,6.70442,3.60846,0.0
935,TraesCS1A02G094500,10.0,14.5119,20.5394,14.6673,1.99935
937,TraesCS1A02G094700,638.463,821.466,445.505,2353.874,1033.022
940,TraesCS1A02G095000,148.83550000000002,420.2989,530.7646,416.6121,110.1587
941,TraesCS1A02G095100,172.381,217.066,325.611,332.397,148.747
942,TraesCS1A02G095200,4.6668,27.7565,48.9465,42.6489,5.7436
945,TraesCS1A02G095500,67.4919,34.8988,39.8592,51.1927,56.9441
948,TraesCS1A02G095800,11.2348,21.8627,27.7762,120.4074,8.7403
950,TraesCS1A02G096000,73.8727,62.8854,59.805,52.2526,66.7889
951,TraesCS1A02G096100,61.5175,63.3685,59.2272,63.1229,95.9479
952,TraesCS1A02G096200,9.71015,23.96812,31.55805,37.9064,4.10478
955,TraesCS1A02G096500,344.255,370.1274,444.935,389.6110000000001,427.814
956,TraesCS1A02G096600,25.2256,40.3412,45.0815,31.1139,27.0072
958,TraesCS1A02G096800,10.0,2.0,11.0,1.0,4.34887
960,TraesCS1A02G097000,17.2477,8.56511,3.64255,16.2924,11.9466
961,TraesCS1A02G097100,0.0,11.0071,8.81891,3.25467,7.72418
962,TraesCS1A02G097200,40.4826,54.858,58.3196,46.5246,39.8239
963,TraesCS1A02G097300,22.6392,21.7631,27.2654,45.1468,12.2135
964,TraesCS1A02G097400,683.939,685.811,521.51,564.878,671.929
965,TraesCS1A02G097500,12.3875,15.430416,12.7634,25.4159,12.2443600136525
966,TraesCS1A02G097600,22.5563,26.7749,9.84847,37.0053,32.5085
967,TraesCS1A02G097700,367.323,528.045,605.844,722.949,484.079
980,TraesCS1A02G099000,114.121,33.553,46.0353,84.6721,69.808
981,TraesCS1A02G099100,18.6872,13.9943,51.648,7.50232,15.4123
983,TraesCS1A02G099300,108.751,197.85,143.613,151.666,87.1367
984,TraesCS1A02G099400,5.4267,16.578,28.8475,45.3233,16.2982
985,TraesCS1A02G099500,73.5651,109.776,114.8498,123.979,48.6378
989,TraesCS1A02G099900,9.37326,4.09315,0.0,7.72404,3.72912
992,TraesCS1A02G100200,25.71341,19.18233,26.306800000000003,37.94866,28.4815
994,TraesCS1A02G100400,8.45146,30.7865,34.7233,55.4598,9.0
996,TraesCS1A02G100600,14.6465,19.089,23.7614,22.2813,7.56779
999,TraesCS1A02G101000,14.83383,0.0,4.91217,0.0,0.0
1000,TraesCS1A02G101100,10.1741,5.40463,7.20797,8.70409,7.24071
1001,TraesCS1A02G101200,3.0,23.5271,20.842,65.8678,1.0
1002,TraesCS1A02G101300,1.0,41.0,29.6434,75.7163,5.808
1008,TraesCS1A02G101900,8.64063,12.9639,8.69265,12.6931,26.9825
1012,TraesCS1A02G102300,12.623,32.8031,57.9023,108.453,9.90982
1013,TraesCS1A02G102400,7.398842999999999,29.6069,17.761378,47.7152,20.1586
1014,TraesCS1A02G102500,11.9098,35.3923,21.6394,31.6913,22.9944
1015,TraesCS1A02G102600,94.4962,171.642,180.608,186.404,94.744
1017,TraesCS1A02G102800,8.86838,7.0,3.61478,3.59146,10.2149
1018,TraesCS1A02G102900,5.50588,3.77448,3.80005,5.16835,7.31126
1027,TraesCS1A02G103500,1.19746,21.3925,27.5306,33.2038,16.48
1028,TraesCS1A02G103600,5.73909,72.0343,84.6963,160.531,40.0591
1031,TraesCS1A02G103900,24.1683,42.0608,39.2933,88.253,40.7491
1032,TraesCS1A02G104000,55.0801,56.99387504007,72.05180711908001,71.05515646660001,37.70615709314
1036,TraesCS1A02G104500,89.3132,61.5237,57.1493,119.972,51.5743
1038,TraesCS1A02G104700,12.3391,47.9568,47.3515,30.3381,16.3929
1044,TraesCS1A02G105300,6.29874,0.0,6.63604,6.82579,4.77489
1045,TraesCS1A02G105400,306.862,328.292,346.793,420.475,513.503
1046,TraesCS1A02G105500,111.367,96.911,128.248,112.354,56.7291
1047,TraesCS1A02G105600,108.525,159.856,248.006,187.056,97.9399
1048,TraesCS1A02G105700,0.0,9.12083,19.8755,20.8113,3.68712
1049,TraesCS1A02G105800,236.01,196.519,319.501,306.737,221.685
1050,TraesCS1A02G105900,128.312,60.9077,71.2166,96.7578,86.7904
1051,TraesCS1A02G106000,95.1585,65.9955,85.4372,95.6218,131.275
1052,TraesCS1A02G106100,80.572600152,121.8929,133.614735,167.64679999999998,37.33545959
1054,TraesCS1A02G106300,9.62,46.6932,12.7878,28.0785,8.32049
1056,TraesCS1A02G106500,5.49862,11.2355,9.87282,11.915,7.0
1057,TraesCS1A02G106600,221.52,106.238,103.08,206.551,266.302
1058,TraesCS1A02G106700,15.9244,8.73794,6.4978,9.1422,15.7143
1063,TraesCS1A02G107200,1435.33,1093.36,1408.56,813.117,1761.7900009257269
1064,TraesCS1A02G107300,54.6439000169623,88.6198000292126,76.004876,116.903533,21.9991
1066,TraesCS1A02G107500,3.38994,0.0,2.69707,5.32741,4.521
1067,TraesCS1A02G107600,28.072347,97.06340197512,71.705022,103.123000239943,32.069335
1069,TraesCS1A02G107800,63.51843099999999,109.6082,107.629,152.24258,38.1387
1070,TraesCS1A02G107900,61.1533,42.5617,37.2963,20.2221,47.6601
1071,TraesCS1A02G108000,76.7831,7.86284,0.0,0.0,0.0
1072,TraesCS1A02G108100,183.265,209.964,141.896,171.389,129.164
1074,TraesCS1A02G108300,76.36213000000001,122.6864,130.876799,141.678,51.200209
1076,TraesCS1A02G108500,0.0,3.85618,6.0,12.0,1.0
1078,TraesCS1A02G108800,0.0,16.8753,18.7133,7.15648,1.63821
1079,TraesCS1A02G108900,37.0894,111.734,123.947,75.4371,35.7915
1082,TraesCS1A02G109200,36.852,56.0824,54.496,78.1127,33.2379
1083,TraesCS1A02G109300,36.0904,46.5454,57.6764,37.4483,34.5798
1084,TraesCS1A02G109400,0.0,6.25735,7.29985,9.89866,0.0
1085,TraesCS1A02G109500,7.65768,49.1797,39.7961,21.3438,9.43557
1087,TraesCS1A02G109700,2.0,2.42572,5.0,3.75934,2.0
1091,TraesCS1A02G110100,2.0,4.0,7.0,12.0,0.0
1092,TraesCS1A02G110200,93.2958,107.405,116.069,108.136,108.14
1093,TraesCS1A02G110300,258.19,334.873,384.914,573.959,216.966
1097,TraesCS1A02G110700,6.0,10.0,12.0,16.0,12.0
1099,TraesCS1A02G110900,2.46751,45.287490000000005,63.1856,32.4961,10.0715
1100,TraesCS1A02G111000,29.8822,26.5129,14.3679,55.1707,36.3069
1101,TraesCS1A02G111100,16.0,43.0,58.00007,50.00004,8.0
1102,TraesCS1A02G111300,77.9763,180.569,215.714,94.1859,79.3909
1103,TraesCS1A02G111400,7.68621,0.0,3.10851,0.0832842,18.4039
1105,TraesCS1A02G111600,2.17994,5.393,4.32751,8.05888,2.9404
1107,TraesCS1A02G111800,21.5376,14.5803,18.9444,39.323,41.3172
1108,TraesCS1A02G111900,24.631,14.8409,24.0234,27.6956,6.89778
1109,TraesCS1A02G112000,24.4772,56.7548,60.8058,67.3759,51.2397
1110,TraesCS1A02G112100,218.425,110.34669,119.4386,141.4017,196.8834
1111,TraesCS1A02G112200,47.8237,81.2133,68.3987,63.3246,42.1454
1113,TraesCS1A02G112400,256.556,152.702,182.986,183.404,231.899
1114,TraesCS1A02G112500,1794.35,984.37,982.396,1120.36,1843.16
1115,TraesCS1A02G112600,77.0017,36.7228,36.2299,62.2025,61.9549
1116,TraesCS1A02G112700,9.69226,5.21727,8.59314,18.8562,12.9622
1117,TraesCS1A02G112800,26.9467,33.337,27.2235,55.3494,25.6314
1122,TraesCS1A02G113300,4.87666,25.4859,45.4614,83.5642,27.0706
1123,TraesCS1A02G113400,5.13108,10.6908,16.141,13.689,11.2308
1125,TraesCS1A02G113600,14.1814,76.3547,63.0913,13.0388,74.8038
1126,TraesCS1A02G113700,53.5643,40.3803,50.3056,47.6759,30.7598
1129,TraesCS1A02G114000,10.858302,8.21028,8.49188,22.5148,4.02386
1130,TraesCS1A02G114100,22.3385,13.4063,12.5145,3.70181,12.1372
1132,TraesCS1A02G114300,92.0852,78.0967,85.109147525,110.0608,66.1658
1133,TraesCS1A02G114400,4.0,2.0,5.0,5.0,8.0
1138,TraesCS1A02G114900,8.26026,16.4915,32.1354,34.8451,22.9473
1139,TraesCS1A02G115000,14.0999,15.6645,9.98489,17.7077,9.39701
1140,TraesCS1A02G115100,23.6608,37.175,39.6332,54.8341,27.6351
1141,TraesCS1A02G115200,4.04496,18.8233,24.6551,9.42924,13.2262
1143,TraesCS1A02G115400,101.819,46.2646,39.649,49.1599,118.675
1144,TraesCS1A02G115500,9.67505,7.89201,13.8575,7.4696,6.07066
1146,TraesCS1A02G115700,54.686,16.3689,19.9733,75.799,36.567
1147,TraesCS1A02G115800,17.1708,0.856155,5.53382,0.0,0.0
1148,TraesCS1A02G115900,213.944,44.3133,30.3157,127.208,173.894
1149,TraesCS1A02G116000,28.192,117.5552,91.210502,122.2566,31.0392
1151,TraesCS1A02G116200,187.24600126605,330.19000977182,340.68900397338,376.542,209.1010222711
1154,TraesCS1A02G116500,3.98366,18.3655,15.4242,10.1976,14.9549
1155,TraesCS1A02G116600,29.4185,9.52599,15.981,5.53706,29.1178
1156,TraesCS1A02G116700,27.2712,14.575,14.1647,23.7722,18.0251
1158,TraesCS1A02G116900,35.6566,26.0,18.0225,59.3368,32.4032
1159,TraesCS1A02G117000,8.41245,0.0,2.0,2.05637,3.24699
1160,TraesCS1A02G117100,8.06956,4.0,0.0,4.54707,17.3677
1162,TraesCS1A02G117300,3.46359,17.551,21.9133,10.8982,0.0
1163,TraesCS1A02G117400,27.1756,25.933,42.3071,115.968,68.5358
1164,TraesCS1A02G117500,13.80666,10.9550045,13.6916176,7.562878299999999,0.0
1165,TraesCS1A02G117600,0.0,7.47007,5.82168,2.71327,0.0
1166,TraesCS1A02G117700,5.42483,4.3655,7.43305,2.0,0.0
1172,TraesCS1A02G118300,9.67446,23.1810606,3.09786,21.9043,11.5122
1173,TraesCS1A02G118400,42.6734,11.5791,38.95028,71.3246,58.5012
1175,TraesCS1A02G118700,49.5163,39.5725,26.1991,45.5847,34.568
1176,TraesCS1A02G118800,50.7361,54.65045,78.9839,82.64630000000001,46.93151
1179,TraesCS1A02G119100,8.25313,2.20732,4.30832,13.2787,26.1135
1181,TraesCS1A02G119300,0.0,0.0,6.40388,15.7383,5.91711
1182,TraesCS1A02G119400,9.54945,0.0,1.0,5.65482,2.38135
1183,TraesCS1A02G119500,11.2143,13.3213,31.5493,113.175,3.935
1184,TraesCS1A02G119600,60.3758,93.3687,71.1241,88.949,61.3243
1185,TraesCS1A02G119700,10.9507,50.1888,88.6185,62.0052,19.3142
1186,TraesCS1A02G119800,40.2175,21.1056,37.7574,23.2343,40.9343
1187,TraesCS1A02G119900,8.324329,5.646407,27.29005,9.815354,1.9999969
1188,TraesCS1A02G120000,17.2743,17.2996,12.3829,9.36964,24.0107
1189,TraesCS1A02G120100,270.151,411.447,175.84658,237.6258,108.737
1190,TraesCS1A02G120200,201.3204,405.246000465105,447.1100488055,419.327,111.57043
1192,TraesCS1A02G120400,11.6572,9.42291,11.0838,10.4968,9.20331
1193,TraesCS1A02G120500,46.2684,20.2227,23.5149,47.9903,47.1731
1196,TraesCS1A02G120800,6.14974,14.07343,26.2033,30.727,16.18011
1197,TraesCS1A02G120900,7.8102,10.7961,13.5985,13.19676,4.29409
1198,TraesCS1A02G121000,114.373,200.837,326.943,343.892,71.7647
1200,TraesCS1A02G121200,16.4581,40.4513,18.6069,30.0309,11.0
1201,TraesCS1A02G121300,127.7506,153.2742,147.2048,150.1402,111.6768
1202,TraesCS1A02G121400,93.431,50.9956,90.0354,76.5381,53.9291
1205,TraesCS1A02G121700,5.3939928252,22.97978,16.179300852638,19.756200025607,6.97571
1207,TraesCS1A02G122000,21.0858,22.1137,20.5301,17.2131,34.3697
1208,TraesCS1A02G122100,12.5197,48.1352,17.1742,20.4933,0.0
1209,TraesCS1A02G122200,0.0,7.66921,20.727,6.87301,4.92625
1212,TraesCS1A02G122500,20.251,40.3014,85.8157,101.793,18.0885
1214,TraesCS1A02G122700,272.567,374.96,446.879,381.32,301.264
1215,TraesCS1A02G122800,1.43085,8.71054,16.9277,29.6229,0.0
1217,TraesCS1A02G123000,107.104,74.4762,103.504,136.0,110.427
1218,TraesCS1A02G123100,96.5672,38.7002,47.1093,56.3045,134.65
1223,TraesCS1A02G123600,8.70799,15.544,16.9087,14.7007,4.75699
1226,TraesCS1A02G123900,31.05723734397,36.824072,42.432,48.5707,12.13177
1229,TraesCS1A02G124200,19.3975,8.43569,5.223589,9.21354,10.379468
1230,TraesCS1A02G124300,3.0,2.62343,7.50495,4.73571,0.0
1231,TraesCS1A02G124400,27.401,11.7192,18.4451,15.8466,19.7736
1233,TraesCS1A02G124600,359.914,207.427,334.253,371.627,438.513
1234,TraesCS1A02G124700,4.81333,3.92245,5.82173,0.0,6.09969
1237,TraesCS1A02G125000,57.9184,71.694,83.7453,100.687,63.8885
1238,TraesCS1A02G125100,99.6423,115.029,186.956,124.435,131.052
1240,TraesCS1A02G125300,25.319,32.6466,39.8814,66.6708,12.3412
1241,TraesCS1A02G125400,8.47868,24.13651,15.09203,13.6797,0.0
1242,TraesCS1A02G125500,8.51533,4.61698,2.61199,2.20918,2.00435
1243,TraesCS1A02G125600,12.965,1.9397,10.2498,6.87312,7.33951
1244,TraesCS1A02G125700,84.4259,43.7855,20.3355,47.4545,62.6436
1245,TraesCS1A02G125800,182.04,153.3184,170.2898,423.322,213.0959
1246,TraesCS1A02G125900,4.53456,8.43122,8.49611,6.02201,10.656
1247,TraesCS1A02G126000,14.5159,9.6001,5.36209,12.3474,12.2723
1250,TraesCS1A02G126300,71.2018500726715,131.4299,212.5291,213.8337,96.3331
1255,TraesCS1A02G126800,58.5713,18.5679,35.2935,37.2329,27.8833
1256,TraesCS1A02G126900,11.7731,22.4124,59.9286,72.8733,17.8054
1257,TraesCS1A02G127000,183.176,319.927,387.507,266.699,196.835
1261,TraesCS1A02G127400,7.08931,3.57566,7.64591,2.07074,10.5816
1262,TraesCS1A02G127500,5.84017,15.4946,9.17193,4.38166,6.9639
1266,TraesCS1A02G127900,68.4624,106.178,159.749,142.467,50.4801
1268,TraesCS1A02G128100,11.434,9.88493,14.0317,14.3374,6.84305
1270,TraesCS1A02G128300,15.1644,19.1272,23.6875,17.2773,4.83986
1272,TraesCS1A02G128600,44.3906,136.305,133.298,178.427,48.104
1275,TraesCS1A02G128900,7.65098,0.0,5.03595,3.27373,1.29997
1277,TraesCS1A02G129100,86.965,99.5163,149.441,98.4526,102.649
1278,TraesCS1A02G129200,44.4193363,40.3274,48.953128169,71.5834319,44.4369
1279,TraesCS1A02G129300,4.63536,3.07575,12.05,20.6202,2.0
1280,TraesCS1A02G129400,32.3307,276.642,376.638,213.553,48.7661
1281,TraesCS1A02G129500,113.19100158988,92.1642,95.7817,101.1812,90.8974
1284,TraesCS1A02G129800,29.424,28.3788,32.4971,29.1757,31.6244
1293,TraesCS1A02G130700,10.2768,49.1785,57.8002,53.8543,5.55201
1294,TraesCS1A02G130800,15.7415,51.68,39.0685,72.1961,10.5613
1295,TraesCS1A02G130900,9.64452,22.6936,28.5132,17.9054,9.19514
1296,TraesCS1A02G131000,57.281608023483,187.3648457868,196.267695,207.7370608,43.067346422
1298,TraesCS1A02G131200,49.6281,92.5,155.951,140.5651,68.6712
1299,TraesCS1A02G131300,17.5016,51.8187,82.0067,82.9424,36.8457
1301,TraesCS1A02G131500,56.42841,24.7358,42.9746,41.7541,54.1518
1302,TraesCS1A02G131600,23.5546,73.0383,76.0749,89.8013,16.611
1305,TraesCS1A02G131900,11.7857,15.1555,11.15,30.3273,10.3244
1306,TraesCS1A02G132000,6.0,5.0,14.0,4.0,3.0
1308,TraesCS1A02G132400,58.0564,60.7334,82.1548,48.1417,39.2923
1310,TraesCS1A02G132600,35.5656,134.7024,171.56105706539,190.168300854831,27.2729526291393
1315,TraesCS1A02G133100,590.224498,709.641,448.12,413.6726000000001,283.0172
1318,TraesCS1A02G133400,65.00276,46.95051,51.38691,95.7103,43.8333541
1319,TraesCS1A02G133500,11.691,14.3656,25.3467661732,54.500046600000005,8.2578806009
1321,TraesCS1A02G133700,132.16600366468,259.09028917,257.69280080874205,319.07390122481,100.422000107876
1322,TraesCS1A02G133800,23.79893,67.602,105.089,63.3828,26.115776
1323,TraesCS1A02G133900,14.4863,11.0475,6.68593,14.9808,17.3115
1324,TraesCS1A02G134000,21.1032,15.1338,16.1173,30.8962,21.5752
1327,TraesCS1A02G134300,50.3543,98.2218,102.162,127.858,55.1215
1329,TraesCS1A02G134500,4.449911,13.4256,18.14426,17.8474,4.44863
1330,TraesCS1A02G134600,27.9139,69.6685,83.1471,106.7779,25.9026
1332,TraesCS1A02G134800,66.4993,29.4213,30.4596,26.028,35.2019
1335,TraesCS1A02G135100,0.0,12.0478,19.409031667,11.2954955613237,0.0
1336,TraesCS1A02G135300,56.85702003,234.27820000000003,310.0486,318.40404,37.2526
1337,TraesCS1A02G135600,2.96956,20.5978,20.5497,16.5315,5.80634
1338,TraesCS1A02G135700,35.325281327909,42.422660123,29.807263451,35.989317,6.77562
1339,TraesCS1A02G135800,5.46858,1.40716,0.496203,3.99394,4.53879
1340,TraesCS1A02G135900,5.12859,6.99123,3.0,4.0,7.6863
1341,TraesCS1A02G136000,6.33369,11.7104,16.5402,8.35916,5.9157
1342,TraesCS1A02G136100,43.3086,28.1323,33.6907,56.6928,55.0573
1343,TraesCS1A02G136200,60.0084,66.9657,114.543,99.3165,40.0209
1345,TraesCS1A02G136400,36.43764,43.022,28.7972,39.204,29.84616
1346,TraesCS1A02G136500,42.2751,60.7304,47.1631,87.1342,15.586
1347,TraesCS1A02G136600,8.06462,8.35875,10.7976,9.31168,5.2176
1349,TraesCS1A02G136800,4.0,7.78868,8.69944,15.5804,3.335
1351,TraesCS1A02G137000,25.3568,96.4946443284,134.477,94.83250193612,28.5128
1353,TraesCS1A02G137200,16.44682076063,6.39901,20.069768,24.7430495405555,11.805237
1355,TraesCS1A02G137400,30.2677,25.1209,43.6993,65.0211,37.7632
1356,TraesCS1A02G137500,10.1105,3.0,2.10151,1.87279,9.93018
1358,TraesCS1A02G137700,74.4556,96.5862,103.8314,158.017,88.1413
1359,TraesCS1A02G137800,32.514,68.8532,63.04157,87.7901,16.57006
1360,TraesCS1A02G137900,78.916015306,128.41200208394,171.6280909,155.675,47.3628
1361,TraesCS1A02G138000,8.22475,29.6626,29.41386,33.0079,14.38023
1363,TraesCS1A02G138200,4.08435,35.80784,30.037,44.49001,13.73329
1364,TraesCS1A02G138300,0.0,4.99471,6.15624,11.33234,2.03333
1365,TraesCS1A02G138400,21.7867,357.463,338.623,262.17,14.5
1366,TraesCS1A02G138500,26.1656,33.1416,52.7666,72.2827,23.7796
1367,TraesCS1A02G138600,177.25650000000002,344.44140000000004,418.0813,433.12848,159.6781
1369,TraesCS1A02G138800,283.4346,268.345,500.356,445.062,268.382
1372,TraesCS1A02G139100,32.214,67.4594,58.0877,120.282,63.9513
1374,TraesCS1A02G139300,101.096,93.0909,79.7757,145.744,92.3971
1375,TraesCS1A02G139400,107.124,188.219,181.848,211.021,97.0384
1376,TraesCS1A02G139500,58.6056,203.5641,169.67710746556995,184.8358,83.3822
1377,TraesCS1A02G139600,111.344,101.407,125.85,131.718,129.26
1378,TraesCS1A02G139700,5.00182,7.78775,21.554,18.8623,7.70343
1380,TraesCS1A02G139900,74.0581,61.1605,111.433,208.473,52.2966
1387,TraesCS1A02G140600,4.27068,37.833,35.9037,32.7123,4.06022
1388,TraesCS1A02G140700,1.0,7.43257,6.93039,14.5005,1.0
1390,TraesCS1A02G140900,4.77516,22.36836,39.5966,56.79451,9.9388
1391,TraesCS1A02G141000,4.1066,11.9124,1.24408,3.67466,5.14331
1394,TraesCS1A02G141300,1.47937,3.49842,11.6806,5.72839,3.76059
1395,TraesCS1A02G141400,11.4791,45.05537,55.9187,53.9012,7.03684
1397,TraesCS1A02G141600,8.080690019120501,7.56526,3.8916,10.768400307093,6.13121
1398,TraesCS1A02G141700,112.10200140506,123.7091,182.4391,168.1789,56.800744
1400,TraesCS1A02G141900,9.69471,9.77635,10.5905,14.8811,3.40007
1401,TraesCS1A02G142000,6.45848,15.2778,5.22538,4.93571,7.46439
1403,TraesCS1A02G142200,15.57028,70.243400195527,52.56887793597,52.4884197,9.604
1404,TraesCS1A02G142300,20.6947,16.7163,36.9334,14.5877,16.0882
1405,TraesCS1A02G142400,98.5272,34.5869,35.7607,47.0683,58.1753
1406,TraesCS1A02G142500,24.9781,49.3931,68.7026,70.7801,20.1206
1407,TraesCS1A02G142600,158.2501,94.67346,131.83209,126.7811,120.79709
1408,TraesCS1A02G142700,0.0,5.42867,10.0,8.125,5.6
1409,TraesCS1A02G142800,6.23501,15.705849999999998,4.663236,21.8927,2.116793
1410,TraesCS1A02G142900,69.6871,75.2921,69.1566,82.4124,77.1808
1411,TraesCS1A02G143000,59.5821,164.583,181.969,326.12,55.8218
1412,TraesCS1A02G143100,7.98142,10.4808,2.25435,26.5223,1.98679
1414,TraesCS1A02G143300,11.768,27.99782,23.05204,38.0043,27.70841
1415,TraesCS1A02G143400,13.1036,264.367,184.398,140.85,7.12474
1416,TraesCS1A02G143500,75.7289,163.066,229.873,179.037,88.7474
1419,TraesCS1A02G143800,24.0396,19.5611,17.6923,22.4002,46.0799
1420,TraesCS1A02G143900,85.9536,128.4078,96.0667,96.3484,92.04341
1421,TraesCS1A02G144000,7.158050317365,52.96925,66.9439391,52.143121,3.314350133436
1425,TraesCS1A02G144500,5.66639,4.0,0.0,6.23362,2.00893
1428,TraesCS1A02G144800,1.91192,7.15031,5.72508,7.12988,0.0
1430,TraesCS1A02G145000,217.057,481.057,206.588,210.029,127.263
1432,TraesCS1A02G145300,6.28957,39.9821,42.9208,359.7996,28.2158
1434,TraesCS1A02G145500,9.0,34.0,56.0,39.0,9.0
1437,TraesCS1A02G145800,106.822,102.003,93.2142,284.058,79.5051
1438,TraesCS1A02G145900,10.5492,2.77253,2.0,6.08297,11.6493
1440,TraesCS1A02G146200,38.374616,52.4057,64.6704,80.5074,23.21258521
1441,TraesCS1A02G146400,1.0,5.0,6.0,3.0,0.0
1443,TraesCS1A02G146600,17.1541,40.7467,78.0199,81.7482,27.6414
1445,TraesCS1A02G146800,2.0,3.0,8.0,5.0,1.0
1446,TraesCS1A02G146900,14.14,28.2309,19.6668,29.729,10.6714
1447,TraesCS1A02G147000,286.959,198.654,257.678,267.093,358.737
1451,TraesCS1A02G147400,30.7898,49.4693,44.4623,34.0858,36.5999
1452,TraesCS1A02G147500,68.77345000000001,68.8596000174494,104.679000850311,90.9796565882,47.3241643714
1454,TraesCS1A02G147700,18.8626,7.96706,8.09396,14.1958,15.0394
1456,TraesCS1A02G148000,75.64296338099999,129.154,144.6732,148.9675,48.0162
1459,TraesCS1A02G148400,80.8161,84.9293,118.92,83.7031,78.4429
1466,TraesCS1A02G149100,10.3775,21.3157,14.7105,12.1939,26.9912
1467,TraesCS1A02G149200,127.634,116.3347,179.5143,140.3066,108.343
1468,TraesCS1A02G149300,21.1698,15.1155,15.793,17.8933,8.16548
1471,TraesCS1A02G149600,10.9731,1.0,0.0,1.0,3.0
1472,TraesCS1A02G149700,8.12815,33.8329,20.4518,26.938,6.42321
1475,TraesCS1A02G150100,17.3915,20.4873,24.3082,49.2963,16.5919
1476,TraesCS1A02G150200,8.77314,9.24524,12.6931,13.0456,1.87208
1479,TraesCS1A02G150500,6.60625,8.81851,6.51703,8.12633,6.34594
1480,TraesCS1A02G150600,133.041,135.734,163.503,138.005,146.914
1483,TraesCS1A02G150900,69.6527,18.486,7.69126,21.7521,7.04149
1484,TraesCS1A02G151000,11.74198,6.86133,12.9125,18.10794,16.6308119125
1485,TraesCS1A02G151100,24.5669,10.64,35.3187,57.6408,12.1926
1486,TraesCS1A02G151200,11.3202,36.7534,67.6402,60.0106,7.6663
1488,TraesCS1A02G151400,26.0623,5.46705,13.3503,25.4796,19.0114
1489,TraesCS1A02G151500,11.369,19.2851,16.8991,12.2565,18.715
1490,TraesCS1A02G151600,11.4796,16.5929,8.55074,34.6385,16.8039
1493,TraesCS1A02G152000,3.8615,10.78756,31.650256410000004,31.83831,3.6733817
1494,TraesCS1A02G152100,0.0,4.39684,4.08096,15.5261,3.5496
1495,TraesCS1A02G152200,31.8782,94.5273080567,121.13287,110.3224,25.93149
1498,TraesCS1A02G152500,83.367,412.4138992,391.7902,414.513,112.5334
1502,TraesCS1A02G152900,13.0417,17.3305,27.6715,4.22554,1.6173
1503,TraesCS1A02G153000,2.25006,8.60768,9.80066,10.9534,15.4485
1504,TraesCS1A02G153100,149.144,183.083785,294.0721,354.21410000000003,217.29620318352
