,gene,SRR1222460,SRR1222455,SRR1222450,SRR1222448,SRR1222456
28585,TraesCS2D02G322900,169.253,204.559,112.679,329.703,235.269
28587,TraesCS2D02G323100,0.0,3.63957,1.50292,3.63006,18.1018
28588,TraesCS2D02G323200,33.1815,36.3947,27.1091,48.5554,21.137
28589,TraesCS2D02G323300,3.0,3.0,1.0,6.0,2.0
28590,TraesCS2D02G323400,19.87,48.234,24.7864,26.8265,60.179
28591,TraesCS2D02G323500,9.61134,37.7137,87.0507,57.6402,19.3164
28592,TraesCS2D02G323600,6.78039,20.1354,13.4059,14.1608,8.71531
28593,TraesCS2D02G323700,1.73451,7.05383,14.23,10.1347,4.86455
28595,TraesCS2D02G323900,34.8263,56.0979,99.5402,60.7835,54.0145
28597,TraesCS2D02G324100,2.46958,1.57407,0.709015,3.10352,9.47531
28598,TraesCS2D02G324200,8.16206,12.0705,9.0,3.48097,9.64883
28602,TraesCS2D02G324600,17.4275,25.6473,11.6693,22.6858,16.2009
28603,TraesCS2D02G324700,144.932,102.966,143.676,240.825,202.461
28604,TraesCS2D02G324800,35.3769,160.166,89.615,161.944,130.992
28605,TraesCS2D02G324900,57.6883,29.6479,19.8689,42.8999,56.4401
28610,TraesCS2D02G325400,12.4321,5.76304,2.39968,8.86951,8.42351
28611,TraesCS2D02G325500,5.48186,7.91225,9.00471,6.64767,5.41269
28612,TraesCS2D02G325600,127.8451,270.42602,321.092,320.0476,197.664
28613,TraesCS2D02G325700,11.1772,2.0,3.0,2.41158,5.70399
28614,TraesCS2D02G325800,108.685,101.742,113.726,140.571,164.804
28617,TraesCS2D02G326100,10.1304,3.0,3.78688,0.0,5.65877
28618,TraesCS2D02G326200,3.9272,5.15032,1.71734,5.68023,2.7689
28619,TraesCS2D02G326300,12.0188,3.64698,7.31436,14.5729,13.0444
28620,TraesCS2D02G326400,45.5234,87.4431,113.187,80.1046,65.52
28621,TraesCS2D02G326500,32.4323,23.7699,17.8447,32.9205,19.3594
28622,TraesCS2D02G326600,91.7982,52.4083,58.1165,61.9332,59.5953
28623,TraesCS2D02G326700,24.1272,22.3166,43.6937,36.5613,34.5995
28625,TraesCS2D02G326900,249.166,392.765,447.951,400.281,205.255
28627,TraesCS2D02G327100,152.469,154.683,209.821,180.212,199.628
28628,TraesCS2D02G327200,3.82655,7.66666,4.22076,4.1946,1.63117
28629,TraesCS2D02G327400,3.42997,27.287930000000003,25.44574,22.94453,3.64735
28630,TraesCS2D02G327500,7.0,2.46207,2.0,12.501,4.39714
28631,TraesCS2D02G327600,27.181227,52.5781517457,46.1372501,48.28577,20.40831
28632,TraesCS2D02G327700,29.9117,25.4428,28.833,11.9764,49.2276
28633,TraesCS2D02G327800,0.0,5.22536,4.0,15.2354,5.61268
28636,TraesCS2D02G328100,18.5393,33.3168,18.32,32.6343,12.6548
28637,TraesCS2D02G328200,561.086,1063.75,1186.1795000000002,2002.53,1493.15
28638,TraesCS2D02G328300,30.36802,46.48506,23.11307,51.1807,8.5756
28639,TraesCS2D02G328400,7.38074,3.94187,8.2428,6.09413,8.56414
28642,TraesCS2D02G328700,7.61187,10.3486,4.90823,8.62284,3.22395
28643,TraesCS2D02G328900,61.9936,109.091,188.706,131.587,76.8267
28644,TraesCS2D02G329000,0.0,29.6001,20.4587,15.7785,6.34118
28647,TraesCS2D02G329300,36.8362,53.58547,51.35064,68.47999,25.29368
28648,TraesCS2D02G329400,1.0,7.25003,4.56278,8.4593,3.46678
28649,TraesCS2D02G329500,4.02589,10.9611,9.8124,7.28529,4.62709
28650,TraesCS2D02G329600,15.7979,3.70501,13.4114,31.917,14.1139
28653,TraesCS2D02G329900,11.7217,3.744,7.22441,26.4338,20.0026
28665,TraesCS2D02G331100,8.29437,6.9835,21.061,21.2849,13.6802
28666,TraesCS2D02G331200,48.581,29.3351,39.2769,53.1125,22.8704
28667,TraesCS2D02G331300,98.6129,37.1342,25.3935,76.141,45.6365
28669,TraesCS2D02G331500,18.7789,14.9411,16.9189,22.7846,19.6381
28670,TraesCS2D02G331600,15.1805,21.9699,31.16,26.2497,19.6434
28672,TraesCS2D02G331800,75.9598,13.9696,26.262,54.0805,34.99295
28674,TraesCS2D02G332000,32.6952,34.846,31.1571,58.144,28.5383
28675,TraesCS2D02G332100,35.0674,129.678,135.997,127.874,33.6558
28676,TraesCS2D02G332200,5.43518,4.0,3.27727,5.0,5.70884
28679,TraesCS2D02G332500,25.6295,15.8019,18.1361,44.065,24.1969
28680,TraesCS2D02G332600,65.1202,83.3741,67.30394290599999,99.043,46.2462
28681,TraesCS2D02G332700,4.27385,1.34936,5.39646,6.65336,2.60892
28682,TraesCS2D02G332800,130.638,113.574,108.814,105.185,133.897
28684,TraesCS2D02G333000,3.03086,5.0,1.54667,7.62305,5.6559
28690,TraesCS2D02G333700,3.0,5.0,6.66047,4.51614,0.0
28694,TraesCS2D02G334100,15.4517,33.2731,47.85,21.2204,17.6777
28697,TraesCS2D02G334400,21.9914,0.0,0.0,1.0,0.0
28700,TraesCS2D02G334700,1.0,9.9999928912,8.000003281749999,5.99999565619,1.0
28703,TraesCS2D02G335000,47.8275,8.17252,11.9142,30.2788,58.7388
28705,TraesCS2D02G335200,50.5265,15.5919,23.522,26.0605,20.832
28706,TraesCS2D02G335300,684.4077,598.8199999999999,993.125,739.389,325.30900003412995
28707,TraesCS2D02G335400,4.0,10.4613,12.3632,6.98581,4.97986
28708,TraesCS2D02G335600,13.1615,11.95796,25.0573,38.6245,11.34835
28710,TraesCS2D02G335800,68.4366,59.7619,44.0049,82.3464,77.9777
28711,TraesCS2D02G335900,350.068,663.861395,918.998000172325,1060.743456599,367.63908
28713,TraesCS2D02G336100,5.41692,3.44434,4.28216,6.78366,5.54145
28715,TraesCS2D02G336300,5.63539,23.3233,27.8174,21.71891,18.1821
28718,TraesCS2D02G336600,107.378,114.151,278.138,331.739,106.208
28720,TraesCS2D02G336800,14.474,4.68578,3.15851,2.0,3.39216
28721,TraesCS2D02G336900,0.0,7.39674,7.30414,4.56585,5.52273
28722,TraesCS2D02G337000,1.0,6.37874,8.54207,3.54063,0.0
28723,TraesCS2D02G337100,34.1879,21.67177175,37.705033128,48.099500220489,37.60395079
28724,TraesCS2D02G337200,12.7504928,0.0,1.6292377800000002,6.69595,6.6599938000000005
28725,TraesCS2D02G337300,89.2084,172.119,226.42,90.7312,115.241
28726,TraesCS2D02G337400,8.68368,32.2742,30.4464,37.077,17.1788
28727,TraesCS2D02G337500,8.45859,20.5661,4.517203,3.521678,14.4043
28728,TraesCS2D02G337600,28.4557,31.8109,35.9645,34.5509,40.4512
28731,TraesCS2D02G337900,4.35965,6.16371,3.58605,2.35559,2.99856
28732,TraesCS2D02G338000,39.6628,33.1144,21.8279,58.9687,45.8237
28733,TraesCS2D02G338100,28.707,8.67531,7.97365,17.3962,19.3105
28734,TraesCS2D02G338200,22.3442,34.2509,51.3863,85.6598,11.1571
28736,TraesCS2D02G338400,19.6119,33.5018,38.8445,21.338,12.8233
28739,TraesCS2D02G338700,40.7722,10.4833,23.23733,72.2065,39.3106
28745,TraesCS2D02G339300,73.4983,22.2339,20.65,52.9338,45.8305
28746,TraesCS2D02G339400,74.147809866,158.836907665,226.181245423,212.41922738,75.87051020099999
28748,TraesCS2D02G339600,18.5358,1.24005,10.5094,17.8949,10.6424
28749,TraesCS2D02G339700,18.1387,13.8918,14.7817,2.50891,21.3471
28750,TraesCS2D02G339800,2.85255,13.7152,16.2489,8.54489,0.0
28753,TraesCS2D02G340100,17.3398,11.6746,14.0147,11.5881,15.0667
28754,TraesCS2D02G340200,56.3356,34.0201,40.6031,62.6662,68.3328
28755,TraesCS2D02G340400,8.43626,6.98606,7.64207,11.0272,4.88089
28758,TraesCS2D02G340700,539.418,596.282,490.5220000000001,709.276,559.2662
28759,TraesCS2D02G340800,0.0,5.00846,7.93012,10.2348,10.3202
28763,TraesCS2D02G341200,39.9415,7.54153,15.3445,4.37712,2.8363
28765,TraesCS2D02G341400,247.7688000463823,223.05099,270.0735,261.8637,133.1959
28766,TraesCS2D02G341500,89.0119,58.8146,91.1072,96.4751,78.0156
28767,TraesCS2D02G341600,51.2291,68.1717,61.3911,115.17,49.2073
28768,TraesCS2D02G341700,5.44561,15.2415,12.0017,9.05548,5.30757
28769,TraesCS2D02G341900,40.9255,33.4039,66.1532,78.2506,22.4036
28770,TraesCS2D02G342000,14.2992,173.975,161.557,145.975,15.9824
28773,TraesCS2D02G342300,6.418961,51.89500015,68.7028,49.23271,16.1951
28776,TraesCS2D02G342600,15.3734200671366,12.49639,32.43298,18.41704,9.95833
28777,TraesCS2D02G342700,75.1002,64.2212,122.2,159.427,91.2504
28779,TraesCS2D02G342900,7.18176,3.07523,8.83477,17.3846,15.1704
28780,TraesCS2D02G343000,51.0465,39.1855,56.8476,82.4538,36.4788
28782,TraesCS2D02G343200,3.26579,4.75346,19.3404,21.104,2.60737
28783,TraesCS2D02G343300,9.24746,5.43844,16.979,43.1735,5.18102
28785,TraesCS2D02G343500,0.0,7.0,13.0,9.0,1.0
28790,TraesCS2D02G344000,2.00000228,8.27010389,20.93419033,5.51752145,0.0
28791,TraesCS2D02G344100,125.775,42.5508,35.8688,42.4152,78.8681
28792,TraesCS2D02G344200,0.0,7.60165,7.48426,80.4287,6.3807
28793,TraesCS2D02G344300,32.5805,31.4868,33.2629,24.5747,29.1215
28795,TraesCS2D02G344500,12.7952,33.8269,52.6714,47.8272,23.5231
28796,TraesCS2D02G344600,0.0,1.0,7.0,11.8899,4.0
28797,TraesCS2D02G344700,19.084,66.7616,73.4857,56.8126,47.2157
28798,TraesCS2D02G344800,36.4691,22.0706,12.5177,21.6623,35.5253
28799,TraesCS2D02G344900,91.9899,41.5907,24.9776,32.41,81.859
28800,TraesCS2D02G345000,37.3191,13.5587,16.7082,19.3104,40.1096
28802,TraesCS2D02G345200,75.910789532,144.2033598565,93.1825,150.728478,71.6911
28803,TraesCS2D02G345300,24.9152,55.5228,94.5624,73.3121,23.0414
28804,TraesCS2D02G345400,7.57725,2.76783,3.12302,2.97428,4.14161
28807,TraesCS2D02G345800,9.69409,12.5731,0.268794,4.55028,1.34947
28808,TraesCS2D02G345900,7.43104,3.48381,10.2031,5.0,8.77063
28809,TraesCS2D02G346000,23.8079,57.703,41.897,50.4189,20.2822
28811,TraesCS2D02G346200,26.5302,42.6191,28.8735,54.7421,39.159
28812,TraesCS2D02G346300,10.965,3.51957,0.0,0.0,4.32422
28813,TraesCS2D02G346400,10.4523,0.0,12.1193,19.2167,14.3517
28816,TraesCS2D02G346700,5.15421,10.6981,23.8165,23.3674,5.69415
28817,TraesCS2D02G346800,29.7048,36.9614,14.6362,21.2534,17.9941
28818,TraesCS2D02G346900,40.8121,30.40432,16.442911087,46.0454,23.5262
28819,TraesCS2D02G347000,97.4152,25.9699,48.4046,36.1198,67.7397
28820,TraesCS2D02G347100,37.7837,42.5808,24.2817,33.1106,29.2015
28821,TraesCS2D02G347200,167.516,95.433,100.271,97.2407,166.158
28822,TraesCS2D02G347300,62.6889,39.2789,24.7461,36.096485509500006,81.727
28825,TraesCS2D02G347600,11.177516359396,32.077330753917,37.7217113,40.595,5.54081
28826,TraesCS2D02G347700,30.7422,21.6574,17.4525,30.4089,34.3307
28827,TraesCS2D02G347800,117.337,80.59353,116.571,148.231,117.002
28829,TraesCS2D02G348000,72.15780000000001,132.78108,105.8244,131.4687,58.7256
28830,TraesCS2D02G348100,82.3009,44.9542,49.8934,63.5867,89.2596
28831,TraesCS2D02G348200,30.43,15.099,23.386,46.3566,10.155
28834,TraesCS2D02G348500,0.0,17.56389,12.1875,32.5895,2.03207
28837,TraesCS2D02G348800,6.81133,11.0684,19.7978,75.1643,9.77155
28839,TraesCS2D02G349000,0.0,0.0,0.0,24.0465,0.0
28840,TraesCS2D02G349100,16.349,12.8847,9.96402,10.5632,10.2351
28842,TraesCS2D02G349300,3.22702,10.6389,6.51538,9.61845,4.78705
28845,TraesCS2D02G349600,3.41497,7.96361,2.69877,5.95976,2.66556
28850,TraesCS2D02G350100,7.45901,3.75026,3.49456,6.45454,15.4639
28851,TraesCS2D02G350200,9.90053,27.8682,28.6447,43.1101,31.742
28852,TraesCS2D02G350300,35.7022,31.4454,33.5425,38.5295,30.7513
28853,TraesCS2D02G350400,16.983,37.8306,37.1768,41.2185,19.5557
28854,TraesCS2D02G350500,5.57078,0.0,1.33214,0.0,14.0
28855,TraesCS2D02G350600,6.09465,3.54317,15.2306,21.6838,7.12823
28856,TraesCS2D02G350700,30.2345,16.546,13.84,24.7724,18.9662
28857,TraesCS2D02G350800,36.2116,60.9637,44.9925,70.2555,26.0098
28858,TraesCS2D02G350900,18.180200993001,38.0786,25.4926,29.94148,17.1694
28859,TraesCS2D02G351000,145.219,22.7888,6.6488,26.9033,88.0112
28862,TraesCS2D02G351300,374.195,188.5696,110.03,207.313,198.852
28864,TraesCS2D02G351500,6.74829,9.30837,6.31269,16.6943,10.2696
28865,TraesCS2D02G351600,24.2715,12.0842,14.6358,33.1095,21.24
28866,TraesCS2D02G351700,47.7043,163.301,219.496,122.097,65.1246
28867,TraesCS2D02G351800,15.3122,24.6579,23.2859,13.5156,15.1217
28868,TraesCS2D02G351900,22.4816,11.4492,18.929,31.274,21.0715
28869,TraesCS2D02G352100,7.12854,14.0709,8.75564,8.64751,3.31879
28872,TraesCS2D02G352400,0.0,0.0,10.2971,5.2057,3.00629
28873,TraesCS2D02G352500,198.853,64.2461,64.2506,91.8083,198.561
28875,TraesCS2D02G352700,16.0701408,14.9398,13.6837,29.8334,19.5303
28876,TraesCS2D02G352800,3.0,5.58092,26.5827,23.932,6.3374
28877,TraesCS2D02G352900,3161.96,1692.69,3252.89,3716.62,3168.43
28878,TraesCS2D02G353000,125.496,50.8629,32.8885,47.2632,45.5092
28879,TraesCS2D02G353100,18.6296,24.4166,26.4023,16.6899,4.43087
28880,TraesCS2D02G353200,1.31442,4.69602,2.96449,5.98778,5.39093
28884,TraesCS2D02G353600,249.492,433.78,457.425,378.159,214.249
28890,TraesCS2D02G354300,18.1428,23.0707,20.6128,33.7778,13.625
28891,TraesCS2D02G354400,20.40555,46.6109,55.0405,52.8471,9.0583
28894,TraesCS2D02G354800,696.791,778.419,855.645,1060.97,825.959
28895,TraesCS2D02G354900,25.4024,18.3528,17.9266,13.84170270691,21.1201
28896,TraesCS2D02G355000,9.51318,20.8886,18.8695,23.2692,11.0449
28897,TraesCS2D02G355100,0.0,2.79662,1.96113,10.262,1.48971
28898,TraesCS2D02G355200,78.8652,162.17103600000002,182.91186,230.0400000176694,51.69694
28899,TraesCS2D02G355300,23.5288,37.7169,37.682,67.9698,19.0007
28900,TraesCS2D02G355400,32.3025,15.6478,22.2205,21.6979,34.1038
28903,TraesCS2D02G355700,41.7417,109.5673407895952,82.686092,138.1095,49.68855
28906,TraesCS2D02G356000,19.9151,13.9953,30.1754,21.3692,19.2884
28907,TraesCS2D02G356100,3.49234,6.0,6.42396,13.7227,2.0
28908,TraesCS2D02G356200,12.2356,29.3957,27.8374,64.5888,23.0112
28909,TraesCS2D02G356300,142.813,153.723,89.7663,107.276,113.776
28910,TraesCS2D02G356400,39.094,51.7422,79.6122,69.2912,31.5944
28911,TraesCS2D02G356500,107.719,97.1095,114.719,185.669,99.8647
28913,TraesCS2D02G356700,14.2891313134,23.66256149658,16.316846,23.1544532194,3.66864897271
28914,TraesCS2D02G356800,32.6166,21.4452,32.7075,53.7812,50.8401
28915,TraesCS2D02G356900,6.62759,17.7415,15.2703,43.2008,11.3906
28923,TraesCS2D02G357700,26.0,34.7801,39.0,33.6488,12.0
28924,TraesCS2D02G357800,51.9909,86.5345,85.2793,62.2247,51.3817
28926,TraesCS2D02G358000,519.95,782.067,1036.2,466.711,690.194
28927,TraesCS2D02G358100,34.9823,38.4122,76.2293,60.8815,57.7656
28928,TraesCS2D02G358200,12.9613,0.0,8.3633,9.91001,5.16401
28931,TraesCS2D02G358500,6.14338,15.126,9.14167,20.1663,14.1857
28932,TraesCS2D02G358600,0.0,6.46866,0.0,7.42647,3.0
28933,TraesCS2D02G358700,25.7901,13.9889,8.61865,18.0473,30.6982
28935,TraesCS2D02G358900,45.1185,38.1437,31.9422,76.0258,45.5516
28936,TraesCS2D02G359000,4.0,5.35768,15.806,12.2297,5.26378
28937,TraesCS2D02G359100,61.8645,88.6247,82.5018,83.76236,36.12256
28940,TraesCS2D02G359400,40.7013,48.2389,47.292927,59.5969,26.55504
28941,TraesCS2D02G359500,1.53966,6.74651,11.7044,5.96223,2.05435
28944,TraesCS2D02G359800,19.5967,24.7633,19.0776,30.1683,8.1679
28946,TraesCS2D02G360000,76.468668,265.1704,257.36540724,213.60187311,41.01239935
28949,TraesCS2D02G360300,4.76171,5.56975,0.0,4.22674,3.19595
28954,TraesCS2D02G360800,33.2302,14.3036,11.0405,12.3807,29.0836
28957,TraesCS2D02G361100,29.6913,57.6455,70.8917,44.849467,11.9009
28959,TraesCS2D02G361300,0.0,6.66493,7.92306,12.1662,5.72287
28960,TraesCS2D02G361400,237.834,276.66,394.979,500.134,412.441
28961,TraesCS2D02G361500,0.0,2.0,0.0,4.0,9.10765
28964,TraesCS2D02G361800,52.9036,83.642,119.085,94.4467,48.0054
28965,TraesCS2D02G361900,67.2912,85.9647,56.4656,99.208,67.0782
28966,TraesCS2D02G362000,20.9156,23.428355,21.304,29.4188833373,16.5119
28967,TraesCS2D02G362100,58.3158,27.9203,13.7278,38.6137,48.2225
28968,TraesCS2D02G362200,33.24533,53.8075,81.51,67.9131,29.9562
28971,TraesCS2D02G362500,24.7315,49.0434,52.3969,24.981,10.8265
28972,TraesCS2D02G362600,23.5509,11.0078,21.5372,43.1164,22.1233
28973,TraesCS2D02G362700,7.46129,59.047,55.6026,74.8188,7.77963
28975,TraesCS2D02G362900,11.1123,2.25822,2.29868,10.694,4.72556
28978,TraesCS2D02G363400,1.56955,6.94665,6.02425,4.15114,12.9017
28981,TraesCS2D02G363700,11.9497,78.1685,88.4774,68.3345,7.12057
28982,TraesCS2D02G363800,18.9038,34.1789,33.9996,54.5243,14.8737
28983,TraesCS2D02G363900,46.1177,5.38624,3.78089,26.7793,15.9842
28985,TraesCS2D02G364100,1645.08,528.544,531.124,921.613,1124.67
28986,TraesCS2D02G364200,1.0,3.98783,6.59103,6.26956,4.0
28989,TraesCS2D02G364500,15.5322,3.59295,3.17106,8.58015,9.76339
28990,TraesCS2D02G364600,98.2901,78.4118,41.8444,99.6545,82.819
28992,TraesCS2D02G364800,16.1841,3.21489,13.1195,12.0118,4.88807
28994,TraesCS2D02G365000,12.3369,26.9823,37.6936,51.2906,18.7999
28996,TraesCS2D02G365200,19.4951,11.3849,12.0236,15.3185,16.9371
28997,TraesCS2D02G365300,54.2650000864008,35.17823,36.51997,69.4734,51.2690034514
28998,TraesCS2D02G365400,2.0,6.31336,5.0,10.8402,3.3287
29000,TraesCS2D02G365600,1.43798,8.12666,17.2301,12.0834,9.48284
29005,TraesCS2D02G366100,42.9689,37.9268,52.5632,74.823,61.6188
29007,TraesCS2D02G366300,6.4729,6.8744,44.9022,117.146,14.8982
29010,TraesCS2D02G366700,20.2733,34.2037,41.523,3.11844,13.0068
29011,TraesCS2D02G366800,122.158,37.9311,50.1137,22.0426,88.1673
29017,TraesCS2D02G367400,29.0859,11.2553,18.2087,23.496,12.1882
29019,TraesCS2D02G367600,2.0,2.0,0.0,0.0,11.0
29021,TraesCS2D02G367800,79.061,52.7102,78.7431,81.9086,74.0063
29022,TraesCS2D02G367900,46.546,58.5144,58.8269,90.8558,48.649
29023,TraesCS2D02G368000,79.951,61.076,36.2459,79.3003,90.3466
29024,TraesCS2D02G368100,10.33121,9.35266,16.953310000000002,37.18309,26.7173
29025,TraesCS2D02G368200,1.0,4.0,4.0,3.0,4.0
29026,TraesCS2D02G368300,35.7544,37.9877,44.8434,57.0391,50.4959
29027,TraesCS2D02G368400,48.3673,21.5975,22.4053,21.7654,36.2846
29029,TraesCS2D02G368600,34.274,40.2853,74.633,103.581,24.0227
29030,TraesCS2D02G368700,44.9868,47.2811,38.2192,71.2606,68.8656
29031,TraesCS2D02G368800,39.434,25.3944,36.997,68.7069,58.6207
29032,TraesCS2D02G368900,21.7381,37.8253,31.32,35.1964,15.337
29033,TraesCS2D02G369000,7.44698,18.7586,26.5534,21.4647,4.95952
29034,TraesCS2D02G369100,6.05878,7.771,7.3024,8.03833,9.56834
29036,TraesCS2D02G369300,1.36976,12.4432,12.4462,8.87129,8.091
29039,TraesCS2D02G369600,31.432789111999995,73.1000251988,68.72637995,78.66140172432,10.28703
29040,TraesCS2D02G369700,39.9909,34.47290632,35.7009,47.8647,27.2039
29041,TraesCS2D02G369800,9.44881,42.7822,26.6478,24.8964,1.87514
29043,TraesCS2D02G370000,7.89788,2.50168,5.40985,5.45945,10.3621
29047,TraesCS2D02G370400,122.95700504187,178.193,182.719,254.555,214.245
29049,TraesCS2D02G370700,2.52295,15.4729,12.7437,19.84732,23.76051
29050,TraesCS2D02G370800,93.3198,36.463,75.8455,119.927,123.484
29051,TraesCS2D02G370900,19.66398,25.72894,35.996,30.81149,22.70206
29052,TraesCS2D02G371000,58.2658,79.1875,80.6859,49.4486,69.3312
29053,TraesCS2D02G371100,6.33536,2.0,7.58004,19.2701,7.8906
29054,TraesCS2D02G371200,22.50699,35.606300021302495,37.889214,37.1611,30.043100000000003
29055,TraesCS2D02G371300,64.9952,89.7023,93.2297,150.955,52.9886
29059,TraesCS2D02G371700,8.65964,6.55413,4.54489,6.86859,13.7686
29060,TraesCS2D02G371800,1860.27,352.908,299.923,636.32,1014.82
29062,TraesCS2D02G372000,65.0429,30.4845,10.0314,93.2795,83.7364
29063,TraesCS2D02G372100,5.93207,22.518,7.47673,13.7012000157456,10.2171000104827
29065,TraesCS2D02G372300,46.526274591900005,63.098500405769,101.9983,160.25061173252,73.9895
29066,TraesCS2D02G372400,7.44912,0.0,0.0,4.0,3.9781
29067,TraesCS2D02G372500,7.74463,4.63828,5.73285,3.27349,12.6979
29068,TraesCS2D02G372600,88.7063,52.1023,77.3095,63.1876,81.0445
29078,TraesCS2D02G373600,7.30941,3.31898,6.6431,4.78629,0.0
29079,TraesCS2D02G373700,1.42325,5.45669,8.87557,23.0795,6.17223
29080,TraesCS2D02G373800,4.27533,10.2197,25.3943,73.415,10.1727
29081,TraesCS2D02G373900,27.6655,32.4454,55.6518,115.991,66.4306
29084,TraesCS2D02G374200,20.2734,39.6571,24.5717,27.6803,24.0323
29089,TraesCS2D02G374700,3.71182,24.1544,31.7872,56.3895,19.1722
29092,TraesCS2D02G375000,5.47936,36.4328,58.7314,23.644,7.15319
29093,TraesCS2D02G375100,19.585250011740904,49.295280000000005,66.263807455,63.373300397812,13.8153979
29094,TraesCS2D02G375200,10.7298,8.72016,4.1048,18.1252,15.6995
29098,TraesCS2D02G375600,45.2833,29.9838,20.7161,24.5206,30.8278
29100,TraesCS2D02G375800,12.7367,8.2415,5.29485,10.6616,22.5568
29101,TraesCS2D02G375900,5.75257,5.97632,2.0,4.56988,4.67054
29102,TraesCS2D02G376000,236.6573,194.013,196.073,406.31,318.3452
29103,TraesCS2D02G376100,22.3785,15.7716,19.2636,40.507,55.7311
29104,TraesCS2D02G376200,23.3257,6.42705,15.9533,29.1699,12.8917
29105,TraesCS2D02G376300,55.5788,19.6599,28.2,29.5991,26.1176
29106,TraesCS2D02G376400,60.9298,117.7365426,150.17524,165.98260000000002,42.3557
29108,TraesCS2D02G376600,11.608,26.2945,42.564,56.7175,27.9327
29109,TraesCS2D02G376700,2.43297,4.55618,8.14407,5.35052,0.0
29110,TraesCS2D02G376800,13.8166,5.30214,13.7623,21.6628,19.4944
29112,TraesCS2D02G377000,71.7571,38.8896,37.762,64.8137,90.6684
29113,TraesCS2D02G377100,25.1873,3.0,1.0,9.0,26.1305
29114,TraesCS2D02G377200,2.53092,19.7303,43.1824,71.7581,6.57027
29115,TraesCS2D02G377400,3.78748,8.16598,20.1539,37.1576,3.33018
29116,TraesCS2D02G377500,0.0,2.42684,20.5355,31.0023,9.91227
29117,TraesCS2D02G377600,40.512,47.5972,58.0889,103.656,20.5898
29118,TraesCS2D02G377700,1.94417,3.30454,12.0,2.61761,7.77353
29122,TraesCS2D02G378100,3.97912,8.77218e-08,6.29138,10.5699,23.8972
29123,TraesCS2D02G378200,19.4635,32.8503,39.5742,23.9689,22.0418
29124,TraesCS2D02G378300,12.2155,28.2614,24.0395,28.23393,13.5823
29125,TraesCS2D02G378400,75.6447,45.4975,48.0316,91.7197,51.4314
29126,TraesCS2D02G378500,111.99608,155.99623,198.29042,180.5162,70.7276
29127,TraesCS2D02G378600,74.4722,23.6662,22.9595,30.3539,82.6025
29129,TraesCS2D02G378800,3.1334,11.8067,4.06786,6.13034,0.0
29131,TraesCS2D02G379000,272.558,472.326,640.14,991.966,383.178
29134,TraesCS2D02G379400,28.2726,30.033,48.355,42.3097,61.5348
29137,TraesCS2D02G379700,203.828,266.402,280.506,238.86,235.548
29146,TraesCS2D02G380600,2.0,7.0484,17.6562,34.5912,1.45788
29148,TraesCS2D02G380800,0.0,1.0,8.48536,10.4179,0.0
29149,TraesCS2D02G380900,21.2609,32.487480000000005,12.8092,37.08191,18.858175
29150,TraesCS2D02G381000,17.0173,45.9265,68.2411,79.2005,28.7871
29151,TraesCS2D02G381100,10.7842,6.52919,10.2908,37.3698,7.58335
29154,TraesCS2D02G381400,35.3768,23.4635,16.0325,26.6956,48.3125
29155,TraesCS2D02G381500,26.6825,30.0435,28.9539,30.6585,50.7513
29156,TraesCS2D02G381600,3.69181,0.0,15.5759,4.15424,0.0
29158,TraesCS2D02G381800,2.0,2.8071,8.0,3.0,0.0
29160,TraesCS2D02G382000,9.51027,5.86938,8.43864,7.73355,2.45687
29161,TraesCS2D02G382100,53.773,116.623,98.5034,86.6433,34.8592
29163,TraesCS2D02G382300,1404.21,342.069,396.347,711.471,627.526
29164,TraesCS2D02G382400,576.308,3818.03,3692.24,4980.74,3304.19
29165,TraesCS2D02G382500,4.78799,10.91782,21.41316,23.33884,10.75337
29166,TraesCS2D02G382600,11.807587325,3.5287819,1.29146156,2.5811714,6.9061300975582
29167,TraesCS2D02G382700,4.0,2.96618,6.61688,0.0,1.42015
29174,TraesCS2D02G383400,1148.71,5470.04,6447.0,7735.55,4025.81
29175,TraesCS2D02G383500,621.341,407.395,705.609,714.439,326.941
29176,TraesCS2D02G383600,528.518,471.1,221.789,281.795,261.329
29178,TraesCS2D02G383800,21.7002,57.1091,45.6793,81.2175,8.19569
29179,TraesCS2D02G383900,13.3453,10.2689,36.7048,14.1439,17.0108
29181,TraesCS2D02G384100,2.19001,0.0,9.13604,1.37771,15.3693
29184,TraesCS2D02G384400,0.0,7.0,11.0,36.0,20.5325
29186,TraesCS2D02G384600,38.85432,30.81847,50.168000000000006,80.0289,46.909000000000006
29190,TraesCS2D02G385000,12.6276827,29.8267,60.5758779045,48.2949,7.795545
29191,TraesCS2D02G385100,11.5093,25.8661,22.5762,31.9548,6.17191
29193,TraesCS2D02G385300,13.2137,10.9677,15.6611,10.5096,10.2921
29196,TraesCS2D02G385600,12.7106,40.797,23.8601,38.28728,15.6633
29199,TraesCS2D02G385900,41.0145,32.7094,33.08802,45.8035,31.46018
29201,TraesCS2D02G386100,121.971,62.9604,84.9729,75.0248,114.518
29202,TraesCS2D02G386200,40.39567,69.5909,80.91134,95.5155,29.57398
29203,TraesCS2D02G386300,7.0748,2.44652,4.64675,7.08721,4.87431
29204,TraesCS2D02G386400,291.374,140.614,111.118,41.4305,196.144
29205,TraesCS2D02G386500,0.0,19.2519,20.7771,6.20979,1.42877
29206,TraesCS2D02G386600,5.20381,10.1261,32.656,33.1807,0.0032328
